"PRENOTAZIONE","NINGRESSO","Titolo","Autore ","Casa editrice","Disponibilità","CDD","ABBREVIAZ","SOGGETTO","ISBN","PAGINE","LUOGOEDIZ","COLLANA","ULTIMOAGG","ANNO_ED","PROGRESSIVO"
,"U03574","Arturo Tosi, opere 1916-1950. Testo di Flaminio Gualdoni","Tosi, Arturo","Museo Butti","LIBRO DISPONIBILE","759.5","TOS","1.Tosi, Arturo-Esposizioni-Viggiù-1993",,"  93","Viggiù",,10/09/2002,"1993",3574
,"U03575","Pianeta terra","Pratesi, Fulco","Musumeci & Fioratti","LIBRO DISPONIBILE","551","PRA","1.Terra",,"   0","s.l.",,12/09/2002,,3575
,"U03576","Lassù gli ultimi. La vie des montagnards","AA.VV.","Virginia","LIBRO DISPONIBILE","914.511","LAS","1.Valle d'Ayas-Fotografie",,"   0","Pero",,10/10/2002,"1974",3576
,"U03577","Archivio storico della badia di s.","Vari",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3577
,"U03578","Costituzione della Repubblica Italiana. Statuto della Regione Lombardia. Dichiarazione dei diritti del bambino","Italia","Regione Lombardia","LIBRO DISPONIBILE","342","ITA",,,"  93","Milano",,19/09/2002,,3578
,"U03579","Guerre del duce, Le","Mac Smith, Denis","Laterza","LIBRO DISPONIBILE","327.45","MAC","1.Italia-Politica estera-1922-1945","1."," 382","Roma-Bari","Universale Laterza, 550",19/09/2002,"1972",3579
,"U03580","Nascita della repubblica. Mostra storico-documentaria a cura dell'Archivio Centrale dello Stato, La","AA.VV.","Presidenza del Consiglio dei Ministri","LIBRO DISPONIBILE","320.945","NAS","1.Italia-Politica-1943-1946-Esposizioni-1987, 2.Italia-Storia-1943-1946-Esposizioni-1987",," 518","Roma",,19/09/2002,"1987",3580
,"U03581","Sui sentieri della musica","Basso, Alberto - Berio, Luciano","IdeaLibri","LIBRO DISPONIBILE","780.9","BAS","1.Musica-Storia",," 195","Milano",,10/09/2002,"1985",3581
,"U03582","Enciclopedia del teatro del Novecento","AA.VV.","Feltrinelli","LIBRO DISPONIBILE","792.03","ENC","1.Teatro-Enciclopedie e dizionari",," 302","Milano",,09/09/2002,"1980",3582
,"U03583","Dizionario dei film","Farinotti, Pino","SugarCo","LIBRO DISPONIBILE","791.430 3","FAR","1.Film-Enciclopedie e dizionari",,"1293","Milano",,28/09/2002,"1990",3583
,"U03584","Loci travaliae iii","Biblioteca, Di Potovaltravaglia",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3584
,"U03585","Amicizia","Hesse, Hermann","Newton Compton","LIBRO DISPONIBILE","833.9","HES",,,"  92","Roma",,04/09/2002,"1990",3585
,"U03586","Grillo del focolare, Il","Dickens, Charles","Newton Compton","LIBRO DISPONIBILE","823.8","DIC",,,"  94","Roma","Tascabili economici",05/09/2002,"1993",3586
,"U03587","Atletica Roma 1987. Splendori dello sport","AA,VV,","s.e.","LIBRO DISPONIBILE","796","ATL","1.Sport-1997",,"   0","s.l.",,19/09/2002,,3587
,"U03588","Xerra : ""ellera, errare, strale""","AA.VV.","Nuova Prearo","LIBRO DISPONIBILE","709.2","XER","1. Xerra, William",,"80","Milano",,,"1985",3588
,"U03589","Dizionario di archeologia. Il cammino dell'uomo attraverso 4.000 voci e 3 milioni di anni di storia. A cura di Ruth D. W","AA.VV.","SugarCo","LIBRO DISPONIBILE","930.01","DIZ","1.Archeologia-Dizionari",," 635","Milano",,14/09/2002,"1989",3589
,"U03590","C'era una volta un teatro a Varese","Bignardi, Giorgio","s.e.","LIBRO DISPONIBILE","792.094 522","BIG","1.Varese-Teatro Sociale-Storia, 2.Varese-Teatrino ducale-Storia, 3.Varese-Teatri-Sec. XIX-Manifesti",,"  53","Varese",,12/09/2002,"1978",3590
,"U03591","Popoli e paesi","Mead, Margaret","Feltrinelli","LIBRO DISPONIBILE","306","MEA","1.Antropologia culturale, 2.Popoli primitivi",," 299","Milano",,19/09/2002,"1962",3591
,"U03592","Tradizione veronese nelle miniature dei Codici Capitolari. A cura di A. Piazzi, G. Zivelonghi, La","AA.VV.","Biblioteca Capitolare","LIBRO DISPONIBILE","091.074 053 4","TRA","1.Manoscritti miniati-Sec. X-XV-Esposizioni-1984",," 105","Verona","Verona e la sua Biblioteca Capitolare",10/10/2002,"1984",3592
,"U03593","Avventure di Pinocchio, Le","Collodi, Carlo","Berlusconi","LIBRO DISPONIBILE","R  B","COL",,,"   0","Milano","La biblioteca di NOI",26/10/2002,,3593
,"U03594","Calimon. Giochi e filastrocche di una volta a Busto Arsizio, Ul","Giavini, Luigi","s.e.","LIBRO DISPONIBILE","398.094 522","GIA","1.Busto Arsizio-feste e giochi tradizionali, 2.Filastrocche bustocche, 3.Busto Arsizio-Usi e costumi",," 167","Busto Arsizio",,12/09/2002,"1982",3594
,"U03595","Migratori alati. Le migrazioni degli uccelli in relazione all'esercizio della caccia e dell'uccellagione","Rotondi, Mario","ARO","LIBRO DISPONIBILE","591.52","ROT","1.Uccelli-Migrazioni",," 615","Roma",,19/09/2002,"1962",3595
,"U03596","Atlante della provincia di Varese, a cura del CEDOC","AA.VV.","Ask","LIBRO DISPONIBILE","912","ATL","1.Varese (provincia)-Carte geografiche tematiche",," 107","Varese",,12/09/2002,"1988",3596
,"U03597","Guarda e scopri gli animali del campo e della fattoria","AA.VV.","Amz","LIBRO DISPONIBILE","R 591","GUA","1. Animali da cortile",,"61","Milano","Guarda e scopri gli animali ; 2",,"1979",3597
,"U03598","Guarda e scopri gli animali della casa e del giasrdino","AA.VV.","AMZ","LIBRO DISPONIBILE","R 591","GUA","1.Animali-Libri per ragazzi",,"  61","Milano","Guarda e scopri gli animali, 1",20/03/2003,"1974",3598
,"U03599","Guarda e scopri gli animali del bosco e della macchia","AA.VV.","AMZ","LIBRO DISPONIBILE","R 574.5","GUA","1.Fauna boschiva-Libri per ragazzi",,"  61","Milano","Guarda e scopri, 3",24/04/2003,"1968",3599
,"U03600","Gurada e scopri gli animali della montagna e della valle","AA.VV.","AMZ","LIBRO DISPONIBILE","R 591.909","GUA","1.Fauna montana-Libri per ragazzi",,"  61","Milano","Guarda e scopri gli animali, 6",20/03/2003,"1975",3600
,"U03601","Guarda e scopri gli animali della tundra e dei ghiacci","AA.VV.","AMZ","LIBRO DISPONIBILE","R 591.909","GUA","1.Fauna polare-Libri per ragazzi",,"  61","Milano","Guarda e scopri gli animali, 7",20/03/2003,"1975",3601
,"U03602","Guarda e scopri gli animali dell'Oceania","AA.VV.","AMZ","LIBRO DISPONIBILE","R 591.9","GUA","1.Fauna-Oceania-Libri per ragazzi",,"   0","Milano","Guarda e scopri",10/04/2003,"1970",3602
,"U03603","Sotto il cielo di Novgorod","Deforges, Regine","Rizzoli","LIBRO DISPONIBILE","843.9","DEF",,," 338","Milano","La Scala",05/10/2002,"1990",3603
,"U03604","Casa di Cristina, La","Haas, Ben","CDE","LIBRO DISPONIBILE","813.5","HAA",,," 457","Milano",,04/09/2002,"1979",3604
,"U03605","Marcia su Roma e dintorni","Lussu, Emilio","Mondadori","LIBRO DISPONIBILE","945.091","LUS","1.Marcia su Roma, 2.Fascismo-1919-1929",," 188","Milano","Gli oscar, 169",19/09/2002,"1968",3605
,"U03606","Letto di tenebre, Un","Styron, William","Mondadori","LIBRO DISPONIBILE","813.5","STY",,," 496","Milano","Gli Oscar, 55",28/09/2002,"1972",3606
,"U03607","Parte difficile, La","Del Buono, Oreste","Rizzoli","LIBRO DISPONIBILE","853.9","DEL",,," 166","Milano","BUR",22/08/2002,"1975",3607
,"U03608","Storie di ragazzi come noi (II)","Boldrini, Giuliana","Bruno Mondadori","LIBRO DISPONIBILE","R  G","BOL",,," 255","Milano","Aperture sulla storia",10/10/2002,"1990",3608
,"U03609","Gente di trincea. La grande guerra sul Carso e sull'Isonzo","Fabi, Lucio","Mursia","LIBRO DISPONIBILE","940.4","FAB","1.Guerra mondiale 1914-1918-Isonzo, 2.Guerra mondiale 1914-1918-Carso",," 387","Milano","GUM testimonianze",19/09/2002,"1994",3609
,"U03610","Aquila solitaria, New York-Parigi senza scalo, L'","Lindbergh, Charles A.","Mondadori","LIBRO DISPONIBILE","910","LIN","1.Transvolate aeree transatlantiche.1927",," 199","Milano","I record, 43",05/09/2002,"1967",3610
,"U03611","Giovedi' della signora giulia, I","Chiara, Piero",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3611
,"U03612","Lettera da Kupjanskkupjansk","Spinella, Mario","Mondadori","LIBRO DISPONIBILE","853.9","SPI",,," 400","Milano","Scrittori italiani e",24/08/2002,"1987",3612
,"U03613","Disubbidienza, La","Moravia, Alberto","Bompiani","LIBRO DISPONIBILE","853.9","MOR",,," 161","Milano",,23/08/2002,"1965",3613
,"U03614","Isolina: la donna tagliata a pezzi","Maraini, Dacia","Mondadori","LIBRO DISPONIBILE","853.9","MAR",,," 207","Milano",,23/08/2002,"1985",3614
,"U03615","Dunque morranno","Olivieri, Renato","CDE","LIBRO DISPONIBILE","853.9","OLI",,," 159","Milano",,24/08/2002,"1989",3615
,"U03616","Candido ovvero Un sogno fatto in Sicilia","Sciascia, Leonardo","CDE","LIBRO DISPONIBILE","853.9","SCI",,," 284","Milano",,13/02/2003,"1977",3616
,"U03617","Poesie del disamore","Pavese, Cesare","Einaudi","LIBRO DISPONIBILE","851.9","PAV",,," 101","Torino","Nuovi Coralli, 60",24/08/2002,"1962",3617
,"U03618","Madri e figlie","Fiumi, Luisella","CDE","LIBRO DISPONIBILE","857.9","FIU",,," 200","Milano",,22/08/2002,"1978",3618
,"U03619","Perduto amore, Il","Tobino, Mario","CDE","LIBRO DISPONIBILE","853.9","TOB",,," 201","Milano",,25/08/2002,"1979",3619
,"U03620","Piccolo mondo antico","Fogazzaro, Antonio","Edipem","LIBRO DISPONIBILE","853.8","FOG",,," 253","Novara",,22/08/2002,"1973",3620
,"U03621","Fuori scena","Lagorio, Gina","CDE","LIBRO DISPONIBILE","853.9","LAG",,," 243","Milano",,23/08/2002,"1979",3621
,"U03622","Molte vite, molti maestri","Weiss, Brian","Mondadori","LIBRO DISPONIBILE","133.9","WEI","1.Reincarnazione",," 179","Milano","Ingrandimenti",09/09/2002,"1997",3622
,"U03623","Cosa e altri racconti, La","Moravia, Alberto","Euroclub","LIBRO DISPONIBILE","853.9","MOR",,," 264","Milano",,24/08/2002,"1984",3623
,"U03624","Scritti corsari","Pasolini, Pier Paolo","Garzanti","LIBRO DISPONIBILE","854.9","PAS",,," 307","Milano","Memorie documenti",24/08/2002,"1975",3624
,"U03625","Tempo innamorato","Manzini, Gianna","Mondadori","LIBRO DISPONIBILE","853.9","MAN",,," 208","Milano","Gli Oscar, 139",23/08/2002,"1973",3625
,"U03626","007 una cascata di diamanti","Fleming, Ian","Garzanti","LIBRO DISPONIBILE","823.9","FLE",,," 193","Milano","Garzanti per tutti. Romanzi d'azione, 11",05/09/2002,"1967",3626
,"U03627","Pertini racconta: gli anni 1915-1945","Bisiach, Gianni","Mondadori","LIBRO DISPONIBILE","945.092 809 2","BIS","1.Pertini, Sandro-Biografia",," 201","Milano","Ingrandimenti",19/09/2002,"1983",3627
,"U03628","Antologia oraziana","Horatius Flaccus, Quintus","Signorelli","LIBRO DISPONIBILE","871.01","HOR",,," 406","Milano",,26/08/2002,"1968",3628
,"U03629","Paese dell'anima","Silone, Ignazio","Mursia","LIBRO DISPONIBILE","853.9","SIL",,," 171","Milano","La Nuova Bibl., 17",26/08/2002,"1973",3629
,"U03630","Gianni e il magico alverman","Vermeulen",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3630
,"U03631","Fidanzata cinese, La","Bacci, Marco","Leonardo","LIBRO DISPONIBILE","853.9","BAC",,," 173","Milano",,22/08/2002,"1992",3631
,"U03632","Attore, L'","Soldati, Mario","Mondadori","LIBRO DISPONIBILE","853.9","SOL",,," 270","Milano","Gli Oscar, 595",24/08/2002,"1975",3632
,"U03633","Citta' di Miriam, La","Tomizza, Fulvio","Mondadori","LIBRO DISPONIBILE","853.9","TOM",,," 207","Milano","Gli Oscar, 679",25/08/2002,"1976",3633
,"U03634","Ragione per vivere, Una","Trigona, Lina","Gribaudi","LIBRO DISPONIBILE","248","TRI",,," 281","Torino",,10/10/2002,"1970",3634
,"U03635","Mastro don Gesualdo","Verga, Giovanni","Mondadori","LIBRO DISPONIBILE","853.8","VER",,," 378","Milano","Gli Oscar, 59",25/08/2002,"1975",3635
,"U03636","Sodato fanfarone, Il, /di/ Plauto","Plautus, Titus Maccius","Rizzoli","LIBRO DISPONIBILE","872.01","PLA",,," 233","Milano","I classici",01/09/2002,"1980",3636
,"U03637","Vita e' bella nonostante, La","Buttafava, Vittorio","Rizzoli","LIBRO DISPONIBILE","858.9","BUT",,," 170","Milano","BUR",22/08/2002,"1977",3637
,"U03638","Parole d'amore, poesie per un anno","AA.VV.","Mondadori","LIBRO DISPONIBILE","851.9","PAR",,," 323","Milano",,26/08/2002,"1976",3638
,"U03639","Gatto che venne dal freddo, Il","Longden, Deric","Mondadori","LIBRO DISPONIBILE","827.9","LON",,," 191","Milano","BUM",05/09/2002,"1994",3639
,"U03640","Rosa rossa, La","Quarantotti Gambini, Pier Antonio","Einaudi","LIBRO DISPONIBILE","853.9","QUA",,," 222","Torino","Nuovi coralli, 39",22/08/2002,"1972",3640
,"U03641","Zio Fred in primavera","Wodehouse, Pelham Grenville","Guanda","LIBRO DISPONIBILE","813.5","WOD",,," 246","Parma","Narratori della feni",26/08/2002,"1991",3641
,"U03642","Momenti d'amore","Wood, Barbara","Rizzoli","LIBRO DISPONIBILE","813.5","WOO",,," 552","Milano","Superbur",26/08/2002,"1987",3642
,"U03643","Ragazzo indio","Pezzetta, Silvano","Fabbri","LIBRO DISPONIBILE","R  I","PEZ",,," 186","Milano","Nuovi narratori",10/10/2002,"1972",3643
,"U03644","Passaporto per la vita","Arnothy, Christine","Bietti","LIBRO DISPONIBILE","843.9","ARN",,," 277","Milano","Il ventaglio",05/09/2002,,3644
,"U03645","Domingo il favoloso","Arpino, Giovanni","Einaudi","LIBRO DISPONIBILE","853.9","ARP",,," 190","Torino","Narratori Einaudi, 3",22/08/2002,"1975",3645
,"U03646","Diario di un curato di campagna","Bernanos, Georges","Rizzoli","LIBRO DISPONIBILE","843.9","BER",,," 244","Milano","Oscar classici moderni",06/09/2002,"1996",3646
,"U03647","Da Lepanto ad Hampton Roads. Storia e politica navale dell'età moderna (Sec. XVI-XIX)","Santoni, Alberto","Mursia","LIBRO DISPONIBILE","940.2","SAN","1.Europa-Storia navale-Sec. XVI-XIX",," 341","Milano","Biblioteca del mare, 313. La guerra sui",19/09/2002,"1990",3647
,"U03648","Città del mondo, Le","Vittorini, Elio","Einaudi","LIBRO DISPONIBILE","853.9","VIT",,," 369","Torino",,25/08/2002,"1969",3648
,"U03649","Libro della fotografia: tecnica e applicazione, Il","Feininger, Andreas","Garzanti","LIBRO DISPONIBILE","770.28","FEI","1.Fotografia-Manuali",," 234","Milano","I Garzanti",10/09/2002,"1978",3649
,"U03650","Prima che sorga il sole","Zoscenko, Mihail Mihajlovic","Bompiani","LIBRO DISPONIBILE","891.734","ZOS",,," 279","Milano","Tascabili, 78",01/09/2002,"1977",3650
,"U03651","Gente, La","Trilussa","Mondadori","LIBRO DISPONIBILE","851.9","TRI",,," 166","Milano","Gli Oscar",26/08/2002,"1957",3651
,"U03652","Cronache della galassia","Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","813.5","ASI",,," 207","Milano","Oscar fantascienza, 569",05/09/2002,"1977",3652
,"U03653","Futuro della terra, Il","Anderson","Mondadori","LIBRO DISPONIBILE","813.5","AND",,," 548","MIlano","Biblioteca di Urania, 5",05/09/2002,"1980",3653
,"U03654","Gemma di kaiburr, La","Foster, Alan Dean","Mondadori","LIBRO DISPONIBILE","813.5","FOS",,," 174","Milano","Oscar fantascienza, 1022",05/09/2002,"1979",3654
,"U03655","Fondazione: la quadrilogia completa","Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","813.5","ASI",,," 739","Milano","I massimi della fantascienza",05/09/2002,"1985",3655
,"U03656","Antologia personale, vol. 1","Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","813.5","ASI",,," 201","Milano","Oscar fantascienza",05/09/2002,"1977",3656
,"U03657","Antologia personale, vol. 2","Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","813.5","ASI",,," 287","Milano",,05/09/2002,"1978",3657
,"U03658","Altra faccia della spirale, L'","Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","813.5","ASI",,," 201","MIlano","Oscar fantascienza, 571",05/09/2002,"1977",3658
,"U03659","Vento di pace","Tamburini, Alessandra","Spirali","LIBRO DISPONIBILE","853.9","TAM",,," 175","Milano","Romanzi, 93",25/08/2002,"1997",3659
,"U03660","A quale tribu appartieni?","Moravia, Alberto","Bompiani","LIBRO DISPONIBILE","916","MOR","1.Africa-Descrizioni e viaggi",," 294","Milano",,23/08/2002,"1972",3660
,"U03661","Innamoramento e amore. Le ragioni del bene e del male","Alberoni, Francesco","Club del Libro","LIBRO DISPONIBILE","301","ALB","1.Amore, 2.Psicologia sociale-Sec. XX, 3.Morale-Sec. XX",," 334","Milano",,22/08/2002,"1982",3661
,"U03662","Torre in ostaggio, La","Maclean, Alistair","CDL","LIBRO DISPONIBILE","823.9","MAC",,," 368","Milano",,25/08/2002,,3662
,"U03663","Duri non ballano, I","Mailer",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3663
,"U03664","Tabù: la vera storia dei sopravvissuti delle Ande","Read, Piers Paul","Euroclub","LIBRO DISPONIBILE","363","REA","1.Incidenti aerei-Ande-1972, 2.Antropofagia",," 356","Milano",,01/09/2002,"1979",3664
,"U03665","Invidiosi, Gli","Alberoni, Francesco","CDE","LIBRO DISPONIBILE","179","ALB","1.Invidia",," 188","Milano",,22/08/2002,"1991",3665
,"U03666","Ginster","Kracauer, Siegfried","Marietti","LIBRO DISPONIBILE","833.9","KRA",,," 229","Casale M.","Narrativa, 14",25/08/2002,"1984",3666
,"U03667","Miracolo a Porta Ticinese. Racconti","Luraghi, Giuseppe E.","Mondadori","LIBRO DISPONIBILE","853.9","LUR",,," 158","Milano",,23/09/2002,"1976",3667
,"U03668","Canne al vento","Deledda, Grazia","Mondadori","LIBRO DISPONIBILE","853.9","DEL",,," 250","Milano","Edizioni scolastiche",22/08/2002,"1963",3668
,"U03669","Falena, La","Cain, James M.","Mondadori","LIBRO DISPONIBILE","813.5","CAI",,," 380","Milano","Gli Oscar, 433",05/09/2002,"1973",3669
,"U03670","Nove settimane e mezzo","McNeill, Elizabeth","Eiroclub","LIBRO DISPONIBILE","823.9","MCN",,," 158","Milano",,05/09/2002,"1986",3670
,"U03671","Frammenti postumi 1884-1885","Nietzsche, Friedrich","Adelphi","LIBRO DISPONIBILE","193","NIE",,,"Xii, 459","Milano","Classici, 33",,"1975",3671
,"U03672","Aurora e Frammenti postumi 1879-1881","Nietzsche, Friedrich","Adelphi","LIBRO DISPONIBILE","193","NIE",,,"IX, 669","Milano","Classici, 9",,"1964",3672
,"U03673","Nascita della tragedia, La ; Considerazioni inattuali, I-III","Nietzsche, Friedrich","Adelphi","LIBRO DISPONIBILE","193","NIE",,,"XII, 538","Milano","Classici, 27",,"1976",3673
,"U03674","Frammenti postumi 1884","Nietzsche, Friedrich","Adelphi","LIBRO DISPONIBILE","193","NIE",,,"XII, 327","Milano","Classici, 34",,"1976",3674
,"U03675","Ditirambi di Dioniso e poesie postume 1882-1888","Nietzsche, Friedrich","Adelphi","LIBRO DISPONIBILE","193","NIE",,,"XIII, 268","MIlano","Classici, 25",,"1977",3675
,"U03676","Grapic design. Estetica & funzione. Tesnica & progettazione","Hohenegger, Alfred","Romana Libri Alfabeto","LIBRO DISPONIBILE","745.4","HOH","1.Design",," 335","Roma",,10/10/2002,"1981",3676
,"U03677","Chiavi nascoste, Le","Sacchini, Bruno","Santi Quaranta","LIBRO DISPONIBILE","853.9","SAC",,," 171","Treviso","Il rosone. Invenzion",25/08/2002,"1996",3677
,"U03678","Uomini in fuga","Coccioli, Carlo","Guerini","LIBRO DISPONIBILE","362.290 92","COC","1.Alcolizzati-Assistenza-Testimonianze",," 293","Milano",,09/09/2002,"1998",3678
,"U03679","Esperienza del non-sé, L'","Roberts, Bernadette","Ubaldini","LIBRO DISPONIBILE","110","ROB","1. Trascendenza - Contemplazione",,"166","Roma","Ulisse",,"1987",3679
,"U03680","Onorevole scolaro, L'","Le Carrè, John","CDE","LIBRO DISPONIBILE","823.9","LEC",,," 553","Milano",,05/09/2002,"1978",3680
,"U03681","Sublime, Il","Monk, Samuel H.","Marietti","LIBRO DISPONIBILE","111.850942","MON","1. Estetica - Inghilterra - Sec. 18. - Teorie",,"0321","Genova","Collana di Saggistica ; 56",,"1991",3681
,"U03682","Nuove vie della filosofia contemporanea, Le. Vol. 3: Corporeità","Schulz, Walter","Marietti","LIBRO DISPONIBILE","190.904","SCH","1.Filosofia-Sec. XX",," 194","Genova","Minima Mariett. Testi, studi, strumenti,",10/10/2002,"1988",3682
,"U03683","A ciascuno il suo","Sciascia, Leonardo","Adelphi","LIBRO DISPONIBILE","853.9","SCI",,," 151","Milano","Fabula, 24",25/08/2002,"1988",3683
,"U03684","Alien: la clonazione","Crispin, A. C.","Sonzogno","LIBRO DISPONIBILE","813.5","CRI",,," 279","Milano",,25/08/2002,"1998",3684
,"U03685","Catino di zinco, Il","Mazzantini, Margaret","Marsilio","LIBRO DISPONIBILE","853.9","MAZ",,," 146","Venezia","Romanzi e racconti",23/08/2002,"1994",3685
,"U03686","Confesso che ho vissuto","Neruda",,"LIBRO DISPONIBILE",,,,,"   0",,,,,3686
,"U03687","Paloverde","Briskin, Jacqueline","Rizzoli","LIBRO DISPONIBILE","813.5","BRI",,," 540","Milano","Superbur",06/09/2002,"1987",3687
,"U03688","AAA","Mann, Thomas","Mondadori","LIBRO DISPONIBILE","833.9","MAN",,," 269","Milano","Gli Oscar, 74",05/09/2002,"1966",3688
,"U03689","Sono un prete da marciapiede","Mazzi, Antonio","Sperling & Kupfer","LIBRO DISPONIBILE","261.809 2","MAZ","1.Mazzi, Antonio-Autobiografia, 2.Giovani tossicomani-Testimonianze",," 129","Milano","Narra, 113",23/08/2002,"1995",3689
,"U03690","Sotto un grande cielo","Auriemma, Carlo - Eordegh, Elisabetta","Mursia","LIBRO DISPONIBILE","910.4","AUR","1.Viaggi per mare-1988-1991-Diari e memorie",," 245","Milano","Crociere, regate, vi",22/08/2002,"1992",3690
,"U03691","Guerra elettronica. Dalla battaglia di Tsushima ai giorni nostri, La","De Arcangelis, Mario","Mursia","LIBRO DISPONIBILE","623","DEA","1.Elettronica-Applicazioni-Impiego bellico-Storia",," 374","Milano","Biblioteca del mare, 233. La guerra sui",10/10/2002,"1982",3691
,"U03692","Triangolo dei grandi laghi, Il","Gourley, Jay","Mursia","LIBRO DISPONIBILE","917","GOU","1. Grandi laghi",,"212","Milano","Biblioteca del mare ; 185",,"1979",3692
,"U03693","Vera storia della lunga marcia, La","Salisbury, Harrison E.","SugarCo","LIBRO DISPONIBILE","951.04","SAL","1.Cina-Storia-1934-1935, 2.Partito Comunista Cinese-1934-1935",," 359","Milano",,01/09/2002,"1987",3693
,"U03694","Presunto innocente","Turow, Scott","Mondadori","LIBRO DISPONIBILE","813.5","TUR",,," 442","Milano","Omnibus",25/08/2002,"1990",3694
,"U03695","Sensi incantati, I","Bevilacqua, Alberto","Mondadori","LIBRO DISPONIBILE","853.9","BEV",,," 271","Milano","Scrittori italiani",22/08/2002,"1993",3695
,"U03696","25 secoli di battaglie navali. A cura di Richard Humble","AA.VV.","De Agostini","LIBRO DISPONIBILE","359","VEN","1.Battaglie navali-Storia",," 304","Novara",,10/10/2002,"1981",3696
,"U03697","Assolo non solo: parole e musiche di tutti i grandi successi. A cura di Guido Harari, Pasquale Minieri e Walter Savelli","Baglioni, Claudio","Rusconi","LIBRO DISPONIBILE","784.5","BAG","1.Baglioni, Claudio",," 175","Milano",,10/09/2002,"1996",3697
,"U03698","Van Gogh","Leymarie, Jean","Skira/Newton Compton","LIBRO DISPONIBILE","759.949 2","GOG","1.Gogh, Vincent van",," 176","Geneve/Roma","Collezione d'arte Skira",10/09/2002,"1989",3698
,"U03699","Pittura fiamminga, La","AA.VV.","Peruzzo","LIBRO DISPONIBILE","759.949 3","PIT","1.Pittura fiamminga",," 126","Milano",,10/09/2002,,3699
,"U03700","Pittura dei Paesi Bassi, La","AA.VV.","Peruzzo","LIBRO DISPONIBILE","759.949 2","PIT","1.Pittura-Paesi Bassi
",," 126","s.l.","I protagonisti dell'",10/09/2002,,3700
